model,test_auc,train_auc,ks_stat,gini,top_decile_lift,avg_precision,psi,threshold,precision_at_threshold,recall_at_threshold
XGBClassifier,0.7131,0.7282,0.3087,0.4263,2.1806,0.4077,0.0057,0.35,0.2967,0.8567
